"","VIHI_ID","sentence","token","lemma","upos","CBOI_Mean","group"
"91","TD_463_254","Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"92","TD_463_254","Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"93","TD_463_254","Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"94","TD_463_254","Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"95","TD_463_254","Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"96","TD_463_254","Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"97","TD_463_254","Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"98","TD_463_254","Mom Mom Mom Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"99","TD_463_254","Mom Mom Mom Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"100","TD_463_254","Mom Mom Mom Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"101","TD_463_254","Mom Mom Mom Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"102","TD_463_254","Mom Mom Mom Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"103","TD_463_254","Mom Mom Mom Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"104","TD_463_254","Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"105","TD_463_254","Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"106","TD_463_254","Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"107","TD_463_254","Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"108","TD_463_254","Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"109","TD_463_254","Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"110","TD_463_254","Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"111","TD_463_254","Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"112","TD_463_254","Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"113","TD_463_254","Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"114","TD_463_254","Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"115","TD_463_254","Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"116","TD_463_254","Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"117","TD_463_254","Mom Mom Mom","Mom","mom","NOUN",6.5,"TD"
"118","TD_463_254","Mama","Mama","mama","NOUN",6.555555556,"TD"
"119","TD_463_254","I dont want to read that one","want","want","VERB",3.375,"TD"
"120","TD_463_254","I dont want to read that one","read","read","VERB",4.735294118,"TD"
"121","TD_463_254","I dont want to read that one","one","one","NOUN",3.52,"TD"
"122","TD_463_254","I was playing those","playing","play","VERB",5.461538462,"TD"
"123","TD_463_254","I wanna play that","wan","want","VERB",3.375,"TD"
"124","TD_463_254","I wanna play that","play","play","VERB",5.461538462,"TD"
"125","TD_463_254","xxx okay","okay","okay","ADJ",2.978723404,"TD"
"126","TD_463_254","thank you","thank","thank","VERB",3.458333333,"TD"
"127","TD_463_254","play","play","play","VERB",5.461538462,"TD"
"128","TD_463_254","I wanna wash my hands","wan","want","VERB",3.375,"TD"
"129","TD_463_254","I wanna wash my hands","wash","wash","VERB",5.2,"TD"
"130","TD_463_254","I wanna wash my hands","hands","hand","NOUN",6.75,"TD"
"131","TD_463_254","I wanna wash my hands","wan","want","VERB",3.375,"TD"
"132","TD_463_254","I wanna wash my hands","wash","wash","VERB",5.2,"TD"
"133","TD_463_254","I wanna wash my hands","hands","hand","NOUN",6.75,"TD"
"134","TD_463_254","Im really xxx","really","really","ADV",3.24,"TD"
"135","TD_463_254","=laughs","laughs","laugh","NOUN",5.451612903,"TD"
"136","TD_463_254","=laughs","laughs","laugh","NOUN",5.451612903,"TD"
"137","TD_463_254","lets play with these","lets","let","NOUN",2.857142857,"TD"
"138","TD_463_254","lets play with these","play","play","VERB",5.461538462,"TD"
"139","TD_463_254","=laughs","laughs","laugh","NOUN",5.451612903,"TD"
"140","TD_463_254","=laughs","laughs","laugh","NOUN",5.451612903,"TD"
"141","TD_463_254","=laughs","laughs","laugh","NOUN",5.451612903,"TD"
"142","TD_463_254","=laughs","laughs","laugh","NOUN",5.451612903,"TD"
"143","TD_463_254","=laughs","laughs","laugh","NOUN",5.451612903,"TD"
"144","TD_463_254","=yells","yells","yell","NOUN",4.5,"TD"
"145","TD_463_254","=yells","yells","yell","NOUN",4.5,"TD"
"146","TD_463_254","=cries","cries","cry","VERB",4.395833333,"TD"
"147","TD_463_254","=cries","cries","cry","VERB",4.395833333,"TD"
"148","TD_463_254","=cries","cries","cry","VERB",4.395833333,"TD"
"149","TD_463_254","Daddys waiting for us at home","waiting","wait","VERB",3.565217391,"TD"
"150","TD_463_254","Daddys waiting for us at home","home","home","NOUN",6.185185185,"TD"
"151","TD_463_254","look whos sad","look","look","VERB",4.565217391,"TD"
"152","TD_463_254","look whos sad","sad","sad","NOUN",3.666666667,"TD"
"153","TD_463_254","Dad","Dad","dad","NOUN",6.875,"TD"
"154","TD_463_254","what is that","is","be","VERB",3.441176471,"TD"
"155","TD_463_254","what is that","is","be","VERB",3.441176471,"TD"
"156","TD_463_254","and that goes up here","goes","go","VERB",3.444444444,"TD"
"157","TD_463_254","and that goes up here","here","here","ADV",3.714285714,"TD"
"158","TD_463_254","the detour Mama","Mama","mama","NOUN",6.555555556,"TD"
"159","TD_463_254","there","there","there","ADV",2.958333333,"TD"
"160","TD_463_254","I see it","see","see","VERB",4.692307692,"TD"
"161","TD_463_254","see","see","see","VERB",4.692307692,"TD"
"162","TD_463_254","xxx up and up the side","side","side","NOUN",4.269230769,"TD"
"163","TD_463_254","Mama","Mama","mama","NOUN",6.555555556,"TD"
"164","TD_463_254","moon comes out at night","moon","moon","NOUN",2.913043478,"TD"
"165","TD_463_254","moon comes out at night","comes","come","VERB",2.606060606,"TD"
"166","TD_463_254","moon comes out at night","night","night","NOUN",3.47826087,"TD"
"167","TD_463_254","go away","go","go","VERB",3.444444444,"TD"
"168","TD_463_254","go away","away","away","ADV",3.291666667,"TD"
"169","TD_463_254","way","way","way","NOUN",1.8,"TD"
"170","TD_463_254","you go away","go","go","VERB",3.444444444,"TD"
"171","TD_463_254","you go away","away","away","ADV",3.291666667,"TD"
"172","TD_463_254","what I dont know xxx bad","know","know","VERB",3.615384615,"TD"
"173","TD_463_254","what I dont know xxx bad","bad","bad","ADJ",3.794117647,"TD"
"174","TD_463_254","Mommy how was your day","how","how","ADV",2.62962963,"TD"
"175","TD_463_254","Mommy how was your day","day","day","NOUN",4.555555556,"TD"
"176","TD_463_254","Daddy how was your day","how","how","ADV",2.62962963,"TD"
"177","TD_463_254","Daddy how was your day","day","day","NOUN",4.555555556,"TD"
"178","TD_463_254","what did you do today","do","do","VERB",3.674418605,"TD"
"179","TD_463_254","what did you do today","today","today","NOUN",4.034482759,"TD"
"180","TD_463_254","music","music","music","NOUN",5.851851852,"TD"
"181","TD_463_254","we danced with the music","danced","dance","VERB",4.78125,"TD"
"182","TD_463_254","we danced with the music","music","music","NOUN",5.851851852,"TD"
"183","TD_463_254","Mommy loved that","loved","love","VERB",4.395759717,"TD"
"184","TD_463_254","fantastic Tessa thank you for asking","fantastic","fantastic","ADJ",2.956521739,"TD"
"185","TD_463_254","fantastic Tessa thank you for asking","thank","thank","VERB",3.458333333,"TD"
"186","TD_463_254","fantastic Tessa thank you for asking","asking","ask","VERB",4.166666667,"TD"
"187","TD_463_254","what did you do before the yl today Tessa","do","do","VERB",3.674418605,"TD"
"188","TD_463_254","what did you do before the yl today Tessa","today","today","NOUN",4.034482759,"TD"
"189","TD_463_254","how are you doing with xxx right before I asked that","how","how","ADV",2.62962963,"TD"
"190","TD_463_254","how are you doing with xxx right before I asked that","doing","do","VERB",3.674418605,"TD"
"191","TD_463_254","how are you doing with xxx right before I asked that","right","right","ADV",3,"TD"
"192","TD_463_254","how are you doing with xxx right before I asked that","asked","ask","VERB",4.166666667,"TD"
"193","TD_463_254","really","really","really","ADV",3.24,"TD"
"194","TD_463_254","um let me focus okay","let","let","VERB",2.857142857,"TD"
"195","TD_463_254","um let me focus okay","okay","okay","ADJ",2.978723404,"TD"
"196","TD_463_254","do you mind xxx keeps telling on xxx","mind","mind","VERB",2.515151515,"TD"
"197","TD_463_254","do you mind xxx keeps telling on xxx","keeps","keep","VERB",3.807692308,"TD"
"198","TD_463_254","do you mind xxx keeps telling on xxx","telling","tell","VERB",3.209302326,"TD"
"199","TD_463_254","xxx blanket or your xxx","blanket","blanket","NOUN",6.8,"TD"
"200","TD_463_254","Ill just leave it in here just in case xxx","just","just","ADV",2.068181818,"TD"
"201","TD_463_254","Ill just leave it in here just in case xxx","leave","leave","VERB",3.75,"TD"
"202","TD_463_254","Ill just leave it in here just in case xxx","here","here","ADV",3.714285714,"TD"
"203","TD_463_254","Ill just leave it in here just in case xxx","just","just","ADV",2.068181818,"TD"
"204","TD_463_254","Ill just leave it in here just in case xxx","case","case","NOUN",2.538461538,"TD"
"205","TD_463_254","good job","good","good","ADJ",3.375,"TD"
"206","TD_463_254","good job","job","job","NOUN",3.644444444,"TD"
"207","TD_463_254","heres her uh","heres","here","VERB",3.714285714,"TD"
"208","TD_463_254","diaper bag do you want me to leave this in her xxx charge xxx","diaper","diaper","NOUN",5.222222222,"TD"
"209","TD_463_254","diaper bag do you want me to leave this in her xxx charge xxx","bag","bag","NOUN",6.375,"TD"
"210","TD_463_254","diaper bag do you want me to leave this in her xxx charge xxx","want","want","VERB",3.375,"TD"
"211","TD_463_254","diaper bag do you want me to leave this in her xxx charge xxx","leave","leave","VERB",3.75,"TD"
"212","TD_463_254","diaper bag do you want me to leave this in her xxx charge xxx","charge","charge","NOUN",2.553191489,"TD"
"213","TD_463_254","thank you","thank","thank","VERB",3.458333333,"TD"
"214","TD_463_254","=sighs","sighs","sigh","NOUN",3.24137931,"TD"
"215","TD_463_254","Ill grab him","grab","grab","VERB",4.133333333,"TD"
"216","TD_463_254","thats too bad <cuz> because I dont want her to xxx","thats","that","NOUN",2.407407407,"TD"
"217","TD_463_254","thats too bad <cuz> because I dont want her to xxx","too","too","ADV",2.451612903,"TD"
"218","TD_463_254","thats too bad <cuz> because I dont want her to xxx","bad","bad","ADJ",3.794117647,"TD"
"219","TD_463_254","thats too bad <cuz> because I dont want her to xxx","want","want","VERB",3.375,"TD"
"220","TD_463_254","really","really","really","ADV",3.24,"TD"
"221","TD_463_254","Ill grab you","grab","grab","VERB",4.133333333,"TD"
"222","TD_463_254","you went swimming last June with her","went","go","VERB",3.444444444,"TD"
"223","TD_463_254","you went swimming last June with her","last","last","ADJ",3.642857143,"TD"
"224","TD_463_254","do you need anything","need","need","VERB",3.346153846,"TD"
"225","TD_463_254","its almost midday","almost","almost","ADV",2.166666667,"TD"
"226","TD_463_254","well my xxx was saying that before he came out and I xxx","well","well","ADV",3,"TD"
"227","TD_463_254","well my xxx was saying that before he came out and I xxx","saying","say","VERB",2.933333333,"TD"
"228","TD_463_254","well my xxx was saying that before he came out and I xxx","came","come","VERB",2.606060606,"TD"
"229","TD_463_254","well my xxx was saying that before he came out and I xxx","out","out","ADV",3.488888889,"TD"
"230","TD_463_254","a little cold","little","little","ADJ",3.4,"TD"
"231","TD_463_254","a little cold","cold","cold","ADJ",5.625,"TD"
"232","TD_463_254","are you making a big mess","making","make","VERB",3.32,"TD"
"233","TD_463_254","are you making a big mess","big","big","ADJ",4,"TD"
"234","TD_463_254","are you making a big mess","mess","mess","NOUN",5.088339223,"TD"
"235","TD_463_254","xxx wipe","wipe","wipe","NOUN",4.608695652,"TD"
"236","TD_463_254","xxx there we go","there","there","ADV",2.958333333,"TD"
"237","TD_463_254","xxx there we go","go","go","VERB",3.444444444,"TD"
"238","TD_463_254","why dont we just xxx","why","why","ADV",3.038461538,"TD"
"239","TD_463_254","why dont we just xxx","we","we","VERB",3.620689655,"TD"
"240","TD_463_254","why dont we just xxx","just","just","ADV",2.068181818,"TD"
"241","TD_463_254","whats going on","whats","what","NOUN",2.333333333,"TD"
"242","TD_463_254","whats going on","going","go","VERB",3.444444444,"TD"
"243","TD_463_254","Im gonna go to the restroom","gon","go","VERB",3.444444444,"TD"
"244","TD_463_254","Im gonna go to the restroom","go","go","VERB",3.444444444,"TD"
"245","TD_463_254","Grant and I xxx","Grant","grant","NOUN",1.25,"TD"
"246","TD_463_254","aw =laughs","laughs","laugh","NOUN",5.451612903,"TD"
"247","TD_463_254","you want xxx","want","want","VERB",3.375,"TD"
"248","TD_463_254","xxx right now xxx","right","right","ADV",3,"TD"
"249","TD_463_254","xxx right now xxx","now","now","ADV",3.115384615,"TD"
"250","TD_463_254","just one","just","just","ADV",2.068181818,"TD"
"251","TD_463_254","I can hear though xxx","hear","hear","VERB",3.62962963,"TD"
"252","TD_463_254","do you wanna get down and get another one","wan","want","VERB",3.375,"TD"
"253","TD_463_254","do you wanna get down and get another one","get","get","VERB",3.423076923,"TD"
"254","TD_463_254","do you wanna get down and get another one","down","down","ADV",4.75,"TD"
"255","TD_463_254","do you wanna get down and get another one","get","get","VERB",3.423076923,"TD"
"256","TD_463_254","do you wanna get down and get another one","one","one","NOUN",3.52,"TD"
"257","TD_463_254","so lets go play","so","so","ADV",2.04,"TD"
"258","TD_463_254","so lets go play","lets","let","NOUN",2.857142857,"TD"
"259","TD_463_254","so lets go play","go","go","VERB",3.444444444,"TD"
"260","TD_463_254","so lets go play","play","play","VERB",5.461538462,"TD"
"261","TD_463_254","I think I do in here but I dont know","think","think","VERB",3.518518519,"TD"
"262","TD_463_254","I think I do in here but I dont know","here","here","ADV",3.714285714,"TD"
"263","TD_463_254","I think I do in here but I dont know","know","know","VERB",3.615384615,"TD"
"264","TD_463_254","oh really","really","really","ADV",3.24,"TD"
"265","TD_463_254","and you always go with them","always","always","ADV",2.863636364,"TD"
"266","TD_463_254","and you always go with them","go","go","VERB",3.444444444,"TD"
"267","TD_463_254","interesting","interesting","interesting","ADJ",2.422222222,"TD"
"268","TD_463_254","its so cool when you xxx so much with research its so cool when youre like reading a health thing or and when you see that its from our","so","so","ADV",2.04,"TD"
"269","TD_463_254","its so cool when you xxx so much with research its so cool when youre like reading a health thing or and when you see that its from our","cool","cool","ADV",3.708333333,"TD"
"270","TD_463_254","its so cool when you xxx so much with research its so cool when youre like reading a health thing or and when you see that its from our","when","when","ADV",2.217391304,"TD"
"271","TD_463_254","its so cool when you xxx so much with research its so cool when youre like reading a health thing or and when you see that its from our","so","so","ADV",2.04,"TD"
"272","TD_463_254","its so cool when you xxx so much with research its so cool when youre like reading a health thing or and when you see that its from our","much","much","ADV",2.533333333,"TD"
"273","TD_463_254","its so cool when you xxx so much with research its so cool when youre like reading a health thing or and when you see that its from our","so","so","ADV",2.04,"TD"
"274","TD_463_254","its so cool when you xxx so much with research its so cool when youre like reading a health thing or and when you see that its from our","cool","cool","ADV",3.708333333,"TD"
"275","TD_463_254","its so cool when you xxx so much with research its so cool when youre like reading a health thing or and when you see that its from our","when","when","ADV",2.217391304,"TD"
"276","TD_463_254","its so cool when you xxx so much with research its so cool when youre like reading a health thing or and when you see that its from our","youre","your","VERB",4,"TD"
"277","TD_463_254","its so cool when you xxx so much with research its so cool when youre like reading a health thing or and when you see that its from our","reading","read","VERB",4.735294118,"TD"
"278","TD_463_254","its so cool when you xxx so much with research its so cool when youre like reading a health thing or and when you see that its from our","health","health","NOUN",3,"TD"
"279","TD_463_254","its so cool when you xxx so much with research its so cool when youre like reading a health thing or and when you see that its from our","thing","thing","NOUN",4.657142857,"TD"
"280","TD_463_254","its so cool when you xxx so much with research its so cool when youre like reading a health thing or and when you see that its from our","when","when","ADV",2.217391304,"TD"
"281","TD_463_254","its so cool when you xxx so much with research its so cool when youre like reading a health thing or and when you see that its from our","see","see","VERB",4.692307692,"TD"
"282","TD_463_254","like wow thats like our co our community that we know xxx","know","know","VERB",3.615384615,"TD"
"283","TD_463_254","mmhm find learning how to xxx yeah","find","find","VERB",3,"TD"
"284","TD_463_254","mmhm find learning how to xxx yeah","learning","learn","VERB",4.535714286,"TD"
"285","TD_463_254","mmhm find learning how to xxx yeah","how","how","ADV",2.62962963,"TD"
"286","TD_463_254","=laughs","laughs","laugh","NOUN",5.451612903,"TD"
"287","TD_463_254","=laughs","laughs","laugh","NOUN",5.451612903,"TD"
"288","TD_463_254","join the party everyone","join","join","VERB",2.733333333,"TD"
"289","TD_463_254","join the party everyone","party","party","NOUN",5.307692308,"TD"
"290","TD_463_254","did I tell you that were having a boy","tell","tell","VERB",3.209302326,"TD"
"291","TD_463_254","did I tell you that were having a boy","having","have","VERB",2.977777778,"TD"
"292","TD_463_254","did I tell you that were having a boy","boy","boy","NOUN",6.173913043,"TD"
"293","TD_463_254","well we kind of found out by accident I","kind","kind","NOUN",3.259259259,"TD"
"294","TD_463_254","well we kind of found out by accident I","of","of","ADV",2.2,"TD"
"295","TD_463_254","well we kind of found out by accident I","found","find","VERB",3,"TD"
"296","TD_463_254","well we kind of found out by accident I","accident","accident","NOUN",3.529411765,"TD"
"297","TD_463_254","well it but its all good because","well","well","VERB",3,"TD"
"298","TD_463_254","well it but its all good because","all","all","ADV",2.64516129,"TD"
"299","TD_463_254","well it but its all good because","good","good","ADJ",3.375,"TD"
"300","TD_463_254","well it was funny <cuz>","funny","funny","ADJ",3.653846154,"TD"
"301","TD_463_254","because she kept saying well look away because its really obvious","kept","keep","VERB",3.807692308,"TD"
"302","TD_463_254","because she kept saying well look away because its really obvious","saying","say","VERB",2.933333333,"TD"
"303","TD_463_254","because she kept saying well look away because its really obvious","well","well","ADV",3,"TD"
"304","TD_463_254","because she kept saying well look away because its really obvious","look","look","VERB",4.565217391,"TD"
"305","TD_463_254","because she kept saying well look away because its really obvious","away","away","ADV",3.291666667,"TD"
"306","TD_463_254","because she kept saying well look away because its really obvious","really","really","ADV",3.24,"TD"
"307","TD_463_254","so then Im like well yeah if its obvious","so","so","ADV",2.04,"TD"
"308","TD_463_254","so then Im like well yeah if its obvious","then","then","ADV",2.086956522,"TD"
"309","TD_463_254","so then Im like well yeah if its obvious","like","like","VERB",2.952380952,"TD"
"310","TD_463_254","so then Im like well yeah if its obvious","well","well","ADV",3,"TD"
"311","TD_463_254","uh so we my husband and I were looking at each other like okay and then she","so","so","ADV",2.04,"TD"
"312","TD_463_254","uh so we my husband and I were looking at each other like okay and then she","husband","husband","NOUN",4.4,"TD"
"313","TD_463_254","uh so we my husband and I were looking at each other like okay and then she","looking","look","VERB",4.565217391,"TD"
"314","TD_463_254","uh so we my husband and I were looking at each other like okay and then she","other","other","ADJ",2.375,"TD"
"315","TD_463_254","uh so we my husband and I were looking at each other like okay and then she","okay","okay","ADJ",2.978723404,"TD"
"316","TD_463_254","uh so we my husband and I were looking at each other like okay and then she","then","then","ADV",2.086956522,"TD"
"317","TD_463_254","we asked her to put it in an envelope just <cuz>","asked","ask","VERB",4.166666667,"TD"
"318","TD_463_254","we asked her to put it in an envelope just <cuz>","put","put","VERB",2.419354839,"TD"
"319","TD_463_254","we asked her to put it in an envelope just <cuz>","envelope","envelope","NOUN",5.428571429,"TD"
"320","TD_463_254","we asked her to put it in an envelope just <cuz>","just","just","ADV",2.068181818,"TD"
"321","TD_463_254","because I dont know if I was going to be able to wait this time I was feeling like a long time and","know","know","VERB",3.615384615,"TD"
"322","TD_463_254","because I dont know if I was going to be able to wait this time I was feeling like a long time and","going","go","VERB",3.444444444,"TD"
"323","TD_463_254","because I dont know if I was going to be able to wait this time I was feeling like a long time and","able","able","ADJ",2.5625,"TD"
"324","TD_463_254","because I dont know if I was going to be able to wait this time I was feeling like a long time and","wait","wait","VERB",3.565217391,"TD"
"325","TD_463_254","because I dont know if I was going to be able to wait this time I was feeling like a long time and","time","time","NOUN",2.666666667,"TD"
"326","TD_463_254","because I dont know if I was going to be able to wait this time I was feeling like a long time and","feeling","feel","VERB",2.923076923,"TD"
