doc_id,paragraph_id,sentence_id,sentence,token_id,token,lemma,upos,xpos,feats,head_token_id,dep_rel,deps,misc,temporality
TD_436_678,61,1,stop,1,stop,stop,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,SpacesAfter=\n,ambiguous
TD_436_678,62,1,well why are you screaming,3,are,be,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,5,aux,NA,NA,present
TD_436_678,63,1,did you take something from her,1,did,do,AUX,VBD,Mood=Ind|Tense=Past|VerbForm=Fin,3,aux,NA,NA,displaced
TD_436_678,64,1,you're reading the book,2,'re,be,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,3,aux,NA,NA,present
TD_436_678,65,1,she was looking at the car,2,was,be,AUX,VBD,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin,3,aux,NA,NA,displaced
TD_436_678,66,1,here you go Porter,3,go,go,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,present
TD_436_678,69,1,xxx you're looking at the book,3,'re,be,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,NA,present
TD_436_678,70,1,it's okay,2,'s,be,AUX,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3,cop,NA,NA,present
TD_436_678,71,1,you can cry,2,can,can,AUX,MD,VerbForm=Fin,3,aux,NA,NA,displaced
TD_436_678,72,1,it's okay to cry Porter,2,'s,be,AUX,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3,cop,NA,NA,present
TD_436_678,73,1,remember when we saw Nathan,1,remember,remember,VERB,VB,VerbForm=Inf,0,root,NA,NA,ambiguous
TD_436_678,74,1,give it to me give it,1,give,give,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,NA,ambiguous
TD_436_678,75,1,<I don't want> = screams,3,do,do,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,5,aux,NA,SpaceAfter=No,present
TD_436_678,83,1,I wanna punch Janey in the face,2,wan,want,VERB,VBP,Abbr=Yes|Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,SpaceAfter=No,displaced
TD_436_678,84,1,you better not punch Janey in the face,2,better,better,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,present
TD_436_678,85,1,you had better not punch,2,had,have,VERB,VBD,Mood=Ind|Tense=Past|VerbForm=Fin,0,root,NA,NA,displaced
TD_436_678,86,1,even say you're gonna do something like that,2,say,say,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,NA,ambiguous
TD_436_678,87,1,<uh huh> = cries,6,cries,cry,VERB,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0,root,NA,SpacesAfter=\n,present
TD_436_678,88,1,who says that,2,says,say,VERB,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0,root,NA,NA,present
TD_436_678,90,1,oh Porter come on honey keep on going,3,come,come,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,present
TD_436_678,91,1,keep on playing,1,keep,keep,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,NA,ambiguous
TD_436_678,92,1,you were reading the book babe,2,were,be,AUX,VBD,Mood=Ind|Tense=Past|VerbForm=Fin,3,aux,NA,NA,displaced
TD_436_678,93,1,I don't want a book,2,do,do,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,SpaceAfter=No,present
TD_436_678,94,1,then go do something else,2,go,go,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,NA,ambiguous
TD_436_678,95,1,go do something else,1,go,go,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,NA,ambiguous
TD_436_678,96,1,I know these emotions are very powerful,2,know,know,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,present
TD_436_678,97,1,<I want my car back> = cries,3,want,want,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,present
TD_436_678,98,1,when Janey's done playing with it you can get it,4,done,do,VERB,VBN,Tense=Past|VerbForm=Part,10,advcl,NA,NA,displaced
TD_436_678,99,1,isn't that right Jane,1,is,be,AUX,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,5,cop,NA,SpaceAfter=No,present
TD_436_678,100,1,Bubby can play with the car when you're done,2,can,can,AUX,MD,VerbForm=Fin,3,aux,NA,NA,displaced
TD_436_678,102,1,Daddy's gotta get through here please,2,'s,be,AUX,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3,aux:pass,NA,NA,displaced
TD_436_678,103,1,<are you done with it Jane> = cries,2,are,be,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,NA,present
TD_436_678,104,1,tell Daddy,1,tell,tell,VERB,VB,VerbForm=Inf,0,root,NA,NA,ambiguous
TD_436_678,105,1,he's standing right by the sink,2,'s,be,AUX,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3,aux,NA,NA,present
TD_436_678,106,1,tell me baby,1,tell,tell,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,NA,ambiguous
TD_436_678,107,1,tell me,1,tell,tell,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,NA,ambiguous
TD_436_678,108,1,what happened to your hands,2,happened,happen,VERB,VBD,Mood=Ind|Tense=Past|VerbForm=Fin,1,acl:relcl,NA,NA,displaced
TD_436_678,109,1,you need to wash them,2,need,need,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,present
TD_436_678,110,1,then let's go over to the sink,2,let,let,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,SpaceAfter=No,ambiguous
TD_436_678,111,1,you just have to use your words honey,3,have,have,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,displaced
TD_436_678,112,1,what do you want Daddy to do,2,do,do,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,NA,present
TD_436_678,114,1,what's that,2,'s,be,AUX,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,1,cop,NA,NA,present
TD_436_678,115,1,what is,2,is,be,AUX,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,1,cop,NA,SpacesAfter=\n,present
TD_436_678,116,1,say water,1,say,say,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,NA,ambiguous
TD_436_678,118,1,are you thirsty,1,are,be,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,3,cop,NA,NA,present
TD_436_678,119,1,you want some,2,want,want,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,present
TD_436_678,121,1,you want some soap,2,want,want,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,present
TD_436_678,123,1,rub them inside and out,1,rub,rub,VERB,VB,VerbForm=Inf,0,root,NA,SpacesAfter=\s\s\s,ambiguous
TD_436_678,124,1,I think you're ready,2,think,think,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,present
TD_436_678,125,1,to rinse,2,rinse,rinse,VERB,VB,VerbForm=Inf,0,root,NA,SpacesAfter=\n,ambiguous
TD_436_678,126,1,let's rinse them,1,let,let,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,SpaceAfter=No,ambiguous
TD_436_678,127,1,rinse them in the water,1,rinse,rinse,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,SpacesAfter=\s\s\s,ambiguous
TD_436_678,128,1,put your hands in there,1,put,put,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,NA,ambiguous
TD_436_678,129,1,gotta wash the bubbles away,1,got,get,VERB,VBD,Mood=Ind|Tense=Past|VerbForm=Fin,0,root,NA,SpaceAfter=No,displaced
TD_436_678,130,1,did you get wet hands now,1,did,do,AUX,VBD,Mood=Ind|Tense=Past|VerbForm=Fin,3,aux,NA,NA,displaced
TD_436_678,131,1,hey do you have to go potty,2,do,do,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,NA,displaced
TD_436_678,132,1,do you wanna go sit on the potty,1,do,do,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,3,aux,NA,NA,displaced
TD_436_678,133,1,chew it up,1,chew,chew,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,NA,ambiguous
TD_436_678,134,1,chew it up,1,chew,chew,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,NA,ambiguous
TD_436_678,137,1,bring the blue one,1,bring,bring,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,NA,ambiguous
TD_436_678,138,1,xxx camping,2,camping,camping,VERB,VBG,VerbForm=Ger,0,root,NA,SpacesAfter=\n,present
TD_436_678,139,2,I want you up on the xxx,2,want,want,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,present
TD_436_678,140,1,if we're if,3,'re,be,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,cop,NA,NA,displaced
TD_436_678,141,1,what are you getting into,2,are,be,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,NA,present
TD_436_678,142,1,get out of there,1,get,get,VERB,VB,VerbForm=Inf,0,root,NA,NA,ambiguous
TD_436_678,143,1,we just had breakfast,3,had,have,VERB,VBD,Mood=Ind|Tense=Past|VerbForm=Fin,0,root,NA,NA,displaced
TD_436_678,148,1,I don't know where Cape,2,do,do,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,SpaceAfter=No,present
TD_436_678,148,2,Ann is,2,is,be,AUX,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0,root,NA,SpacesAfter=\n,present
TD_436_678,149,1,is there a map,1,is,be,VERB,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0,root,NA,NA,present
TD_436_678,150,1,I'll just xxx,2,'ll,will,AUX,MD,VerbForm=Fin,4,aux,NA,NA,displaced
TD_436_678,151,1,it's thirty dollars to just one adult,2,'s,be,AUX,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,4,cop,NA,NA,present
TD_436_678,154,1,watching that tv show,1,watching,watch,VERB,VBG,VerbForm=Ger,0,root,NA,NA,present
TD_436_678,156,1,and I'll never go to the library,3,'ll,will,AUX,MD,VerbForm=Fin,5,aux,NA,NA,displaced
TD_436_678,157,1,Porter don't say what your brother said please,2,do,do,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,SpaceAfter=No,present
TD_436_678,158,1,you like going to the library,3,going,go,VERB,VBG,VerbForm=Ger,1,advcl,NA,NA,displaced
TD_436_678,159,1,but he's not coming,3,'s,be,AUX,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,5,aux,NA,NA,present
TD_436_678,160,1,yes he is,3,is,be,AUX,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0,root,NA,SpacesAfter=\n,present
TD_436_678,163,1,this is more for either then,2,is,be,AUX,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3,cop,NA,NA,present
TD_436_678,164,1,and not going library,3,going,go,VERB,VBG,VerbForm=Ger,0,root,NA,NA,present
TD_436_678,166,1,okay I'm gonna drum,3,'m,be,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,NA,displaced
TD_436_678,170,1,shut the door,1,shut,shut,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,NA,ambiguous
TD_436_678,173,1,shut the door,1,shut,shut,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,NA,ambiguous
TD_436_678,174,1,do you want to leave Porter,1,do,do,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,3,aux,NA,NA,displaced
TD_436_678,175,1,I don't wanna hurt you,2,do,do,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,SpaceAfter=No,displaced
TD_436_678,176,1,I don't want to grab your face and,2,do,do,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,SpaceAfter=No,displaced
TD_436_678,177,1,rip it off,1,rip,rip,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,NA,ambiguous
TD_436_678,179,1,I don't want to grab your face like this,2,do,do,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,SpaceAfter=No,displaced
TD_436_678,180,1,why is that with us,2,is,be,AUX,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,1,cop,NA,NA,present
TD_436_678,181,1,I'm trying to take Janey's,2,'m,be,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,3,aux,NA,NA,present
TD_436_678,183,1,leave just leave him here,1,leave,leave,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,NA,ambiguous
TD_436_678,184,1,come here Jane I got you a new shirt,1,come,come,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,SpacesBefore=\s\s,ambiguous
TD_436_678,185,1,look,1,look,look,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,SpacesAfter=\n,ambiguous
TD_436_678,186,1,smile,1,smile,smile,VERB,VB,VerbForm=Inf,0,root,NA,SpacesAfter=\n,ambiguous
TD_436_678,190,1,I don't have a smile face for Porter,2,do,do,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,SpaceAfter=No,present
TD_436_678,191,1,<I want to> = cries,3,want,want,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,displaced
TD_436_678,192,1,<I want to> = cries,3,want,want,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,displaced
TD_436_678,193,1,come on,1,come,come,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,NA,ambiguous
TD_436_678,194,1,crying like a baby isn't gonna get you xxx,1,crying,cry,VERB,VBG,VerbForm=Ger,7,csubj,NA,NA,displaced
TD_436_678,195,1,<I want to go> = cries,3,want,want,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,displaced
TD_436_678,196,1,why are you crying,2,are,be,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,NA,present
TD_436_678,197,1,are there any restrictions on what I should xxx on this card,1,are,be,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,present
TD_436_678,198,1,<I want to go> = cries,3,want,want,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,displaced
TD_436_678,199,1,what's that,2,'s,be,AUX,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,1,cop,NA,NA,present
TD_436_678,200,1,are there any restrictions that I can xxx on his card,1,are,be,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,present
TD_436_678,201,1,I don't think so,2,do,do,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,SpaceAfter=No,present
TD_436_678,205,1,are you taking the truck,1,are,be,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,3,aux,NA,NA,present
TD_436_678,206,1,you taking the van,2,taking,take,VERB,VBG,VerbForm=Ger,0,root,NA,NA,present
TD_436_678,207,1,<I wanna go> = crying,4,go,go,VERB,VB,VerbForm=Inf,0,root,NA,SpaceAfter=No,displaced
TD_436_678,208,1,why are you crying,2,are,be,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,NA,present
TD_436_678,209,1,why did Daddy get you in trouble,2,did,do,AUX,VBD,Mood=Ind|Tense=Past|VerbForm=Fin,4,aux,NA,NA,displaced
TD_436_678,210,1,why are you in trouble,2,are,be,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,5,cop,NA,NA,present
TD_436_678,211,1,why are you in trouble right now,2,are,be,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,5,cop,NA,NA,present
TD_436_678,212,1,well we came to visit xxx,3,came,come,VERB,VBD,Mood=Ind|Tense=Past|VerbForm=Fin,0,root,NA,NA,displaced
TD_436_678,213,1,sign,1,sign,sign,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,SpacesAfter=\n,ambiguous
TD_436_678,214,1,I don't think so,2,do,do,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,SpaceAfter=No,present
TD_436_678,217,1,I picked out a lot of movies,2,picked,pick,VERB,VBD,Mood=Ind|Tense=Past|VerbForm=Fin,0,root,NA,NA,displaced
TD_436_678,218,1,xxx there movies,3,movies,movie,VERB,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0,root,NA,SpacesAfter=\n,present
TD_436_678,220,1,I don't want to watch,2,do,do,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,SpaceAfter=No,displaced
TD_436_678,225,1,move over xxx,1,move,move,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,NA,ambiguous
TD_436_678,226,1,wouldn't you love that,1,would,would,AUX,MD,VerbForm=Fin,4,aux,NA,SpaceAfter=No,displaced
TD_436_678,227,1,I wanna see AlvinandtheChipmunks,2,wan,want,VERB,VBP,Abbr=Yes|Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,SpaceAfter=No,displaced
TD_436_678,229,1,xxx book I gotta go again,4,got,get,VERB,VBD,Mood=Ind|Tense=Past|VerbForm=Fin,2,acl:relcl,NA,SpaceAfter=No,displaced
TD_436_678,230,1,Dad I want to see AlvinandtheChipmunks,3,want,want,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,1,acl:relcl,NA,NA,displaced
TD_436_678,231,1,um is there,2,is,be,VERB,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0,root,NA,NA,present
TD_436_678,234,1,can I please see AlvinandtheChipmunks,1,can,can,AUX,MD,VerbForm=Fin,4,aux,NA,NA,displaced
TD_436_678,235,1,can we please see,1,can,can,AUX,MD,VerbForm=Fin,4,aux,NA,NA,displaced
TD_436_678,236,1,I really want to take AlvinandtheChipmunks,3,want,want,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,displaced
TD_436_678,240,1,can we please have this,1,can,can,AUX,MD,VerbForm=Fin,4,aux,NA,NA,displaced
TD_436_678,241,1,talk to your later,1,talk,talk,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,NA,ambiguous
TD_436_678,242,1,uh and do you want me getting any books or no,3,do,do,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,5,aux,NA,NA,present
TD_436_678,244,1,can I xxx,1,can,can,AUX,MD,VerbForm=Fin,3,aux,NA,NA,displaced
TD_436_678,245,1,see you,1,see,see,VERB,VB,Mood=Imp|VerbForm=Fin,0,root,NA,SpacesAfter=\s\s\s,ambiguous
TD_436_678,248,1,Porter do you have to use the pottyc,2,do,do,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,NA,displaced
TD_436_678,249,1,Porter I'm getting one like this,3,'m,be,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,4,aux,NA,NA,present
TD_436_678,250,1,I found SanDiego,2,found,find,VERB,VBD,Mood=Ind|Tense=Past|VerbForm=Fin,0,root,NA,NA,displaced
TD_436_678,255,1,did Mommy put it in her purse,1,did,do,AUX,VBD,Mood=Ind|Tense=Past|VerbForm=Fin,3,aux,NA,NA,displaced
TD_436_678,257,1,okay I take it back,3,take,take,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,present
TD_436_678,259,1,it's in my purse,2,'s,be,AUX,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,5,cop,NA,NA,present
TD_436_678,260,1,here you go xxx,3,go,go,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,present
TD_436_678,261,1,I have it,2,have,have,VERB,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,0,root,NA,NA,present
TD_436_678,267,1,okay alright come on,2,alright,alright,AUX,MD,VerbForm=Fin,3,aux,NA,NA,displaced
TD_436_678,269,1,I'm falling,2,'m,be,AUX,VBP,Mood=Ind|Tense=Pres|VerbForm=Fin,3,aux,NA,NA,present
TD_436_678,270,1,woah you took it apart nice job,3,took,take,VERB,VBD,Mood=Ind|Tense=Past|VerbForm=Fin,0,root,NA,NA,displaced
TD_436_678,271,1,you can make different ones can't you Jane Jane,2,can,can,AUX,MD,VerbForm=Fin,3,aux,NA,NA,displaced
TD_436_678,272,1,can you make different ones,1,can,can,AUX,MD,VerbForm=Fin,3,aux,NA,NA,displaced
TD_436_678,275,1,that's right,2,'s,be,AUX,VBZ,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,3,cop,NA,NA,present
